표준코드,운용사코드,펀드명,운용사명,위험,6개월 수익률,1년 수익률,3년 수익률,유형,투자지역,설정액,설정일,보수관련정보(%),운용규모(백만원),수익률(%),자산구성_주식(%),자산구성_채권(%),자산구성_유동성(%),자산구성_기타(%),직업,학습,건강,관계,주거,사회참여,여가,재무
KR5303295525,A01050,마이다스신성장기업포커스증권자투자신탁(주식)(운용),마이다스에셋자산운용,다소높은위험,2.8641,40.5889,95.0701,주식형,국내,2110.81,2010-09-16, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 1.00    (TER) 0.00    (매매중개수수료) 0.58," [기준일자] 2021-11-11  (설정원본)           63,719   (순자산총액)          134,499", [기준일자] 2021-11-01  (1개월) -2.78     (6개월) 2.86     (1년) 40.59     (설정이후) 195.00,0,0,0.36,99.64,0,0,0,0,0,0,0,100
K55306CS1955,A01053,KTB글로벌EMP증권자투자신탁(UH)[주식-재간접형](운),케이티비자산운용,높은위험,9.6278,36.2528,,재간접형,해외,1425.48,2019-07-19, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.23    (매매중개수수료) 0.75," [기준일자] 2021-11-12  (설정원본)            5,256   (순자산총액)            7,511", [기준일자] 2021-11-01  (1개월) 2.39     (6개월) 9.63     (1년) 36.25     (설정이후) 44.81,0,0,0.02,99.98,0,0,0,0,0,0,0,100
KR5225987118,A01048,미래에셋TIGER농산물선물특별자산상장지수투자신탁[농산물-파생형],미래에셋자산운용,높은위험,1.9352,43.1264,33.7737,특별자산파생,해외,6658.97,2011-01-10, [기준일자] 2021-10-29  (보수) 0.69    (수수료) 0.00    (TER) 0.75    (매매중개수수료) 0.07," [기준일자] 2021-11-12  (설정원본)           28,116   (순자산총액)           28,116", [기준일자] 2021-11-01  (1개월) 2.47     (6개월) 1.94     (1년) 43.13     (설정이후) -34.03,0,0,65.19,34.81,0,0,0,0,0,0,0,100
K55205D56950,A01013,멀티에셋2년만기증권투자신탁8[채권],멀티에셋자산운용,낮은위험,-.0326,.7479,,채권형,국내,1000.31,2020-06-03, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)           53,554   (순자산총액)           53,570", [기준일자] 2021-11-01  (1개월) -0.11     (6개월) -0.03     (1년) 0.75     (설정이후) 1.69,0,66.49,59.18,-25.67,0,0,0,0,0,0,0,100
KR5233461478,A01041,칸서스하베스트증권투자신탁 1(주식),칸서스자산운용,다소높은위험,-1.6759,40.4607,87.7437,주식형,국내,1706.62,2004-10-13, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.54," [기준일자] 2021-11-11  (설정원본)           33,326   (순자산총액)           56,875", [기준일자] 2021-11-01  (1개월) -1.99     (6개월) -1.68     (1년) 40.46     (설정이후) 369.14,89.5,0,6.24,4.26,0,0,0,0,0,0,0,100
K55210CI0327,A01018,신한스노우볼인컴증권투자신탁[채권혼합],신한자산운용,다소높은위험,.1691,14.3558,,혼합채권형,국내,1123.01,2018-12-24, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.04," [기준일자] 2021-11-12  (설정원본)           21,652   (순자산총액)           24,372", [기준일자] 2021-11-01  (1개월) -0.57     (6개월) 0.17     (1년) 14.36     (설정이후) 17.05,26.98,63.47,3.89,5.67,0,0,0,0,0,0,0,100
KR5207553052,A01015,교보악사파워인덱스증권투자신탁 1(주식-파생형)(운용),교보악사자산운용,높은위험,-7.109,35.9974,63.3561,주식파생형,국내,1491.28,2006-03-14, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.03    (TER) 0.02    (매매중개수수료) 0.05," [기준일자] 2021-11-12  (설정원본)          830,232   (순자산총액)        1,252,158", [기준일자] 2021-11-01  (1개월) -3.25     (6개월) -7.11     (1년) 36.00     (설정이후) 246.30,92.12,0,6.07,1.81,0,0,0,0,0,0,0,100
K55105BT6494,A01005,삼성KODEX글로벌4차산업로보틱스증권상장지수투자신탁[주식-파생형](합성),삼성자산운용,높은위험,8.6346,43.0986,91.7696,주식파생형,해외,19583.16,2017-08-16, [기준일자] 2021-10-29  (보수) 0.30    (수수료) 0.00    (TER) 1.46    (매매중개수수료) 0.02," [기준일자] 2021-11-12  (설정원본)           21,134   (순자산총액)           21,134", [기준일자] 2021-11-01  (1개월) 3.88     (6개월) 8.63     (1년) 43.10     (설정이후) 88.73,14.33,0,1.74,83.93,0,0,0,0,0,0,0,100
KR5236AP6253,A01044,한국밸류10년투자100세행복증권투자신탁(채권혼합)모,한국투자밸류자산운용,보통위험,-1.5719,14.3388,14.5331,혼합채권형,국내,1166.13,2014-03-17, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.41," [기준일자] 2021-11-12  (설정원본)          134,986   (순자산총액)          158,440", [기준일자] 2021-11-01  (1개월) -0.90     (6개월) -1.57     (1년) 14.34     (설정이후) 38.21,44.47,50.55,0.54,4.44,0,0,0,0,0,0,0,100
KR5232158588,A01040,NH-Amundi4차산업혁명증권자투자신탁[주식],엔에이치아문디자산운용,다소높은위험,4.2716,39.2612,84.9215,주식형,국내,1451.47,2009-09-09, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.52," [기준일자] 2021-11-11  (설정원본)            8,877   (순자산총액)           12,885", [기준일자] 2021-11-01  (1개월) -2.28     (6개월) 4.27     (1년) 39.26     (설정이후) 98.51,0,0,7.43,92.57,0,0,0,0,0,0,0,100
KR5103551382,A01021,한화단기국공채증권자투자신탁(채권),한화자산운용,매우낮은위험,.2217,.7115,4.3231,채권형,국내,1008.54,2006-03-06, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)          304,275   (순자산총액)          306,873", [기준일자] 2021-11-01  (1개월) 0.00     (6개월) 0.22     (1년) 0.71     (설정이후) 73.14,0,0,1.61,98.39,0,0,0,0,0,0,0,100
K55301BV2954,A01048,미래에셋TIGER코스피중형주증권상장지수투자신탁(주식),미래에셋자산운용,매우높은위험,1.9211,43.0353,59.3706,주식형,국내,16829.09,2017-08-30, [기준일자] 2021-10-29  (보수) 0.29    (수수료) 0.00    (TER) 0.31    (매매중개수수료) 0.04," [기준일자] 2021-11-12  (설정원본)            8,583   (순자산총액)            8,583", [기준일자] 2021-11-01  (1개월) -3.31     (6개월) 1.92     (1년) 43.04     (설정이후) 34.55,99.53,0,0.47,0,0,0,0,0,0,0,0,100
KR5307810675,A01054,유리KOSPI200인덱스증권자투자신탁[주식-파생형]운용,유리자산운용,높은위험,-4.6172,35.9359,63.9827,주식파생형,국내,1538.19,2006-08-28, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.08," [기준일자] 2021-11-12  (설정원본)            5,333   (순자산총액)            8,297", [기준일자] 2021-11-01  (1개월) -3.21     (6개월) -4.62     (1년) 35.94     (설정이후) 132.19,0,0,0.07,99.93,0,0,0,0,0,0,0,100
KR5206AS3378,A01014,키움단기국공채플러스증권투자신탁 1[채권],키움투자자산운용,매우낮은위험,.2269,.677,4.6427,채권형,국내,1001.97,2014-05-28, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)            5,950   (순자산총액)            5,962", [기준일자] 2021-11-01  (1개월) -0.01     (6개월) 0.23     (1년) 0.68     (설정이후) 14.64,0,86.21,62.9,-49.11,0,0,0,0,0,0,0,100
KR5103306514,A01021,한화신종개인연금50증권전환형투자신탁SL 1[채권혼합],한화자산운용,다소높은위험,-3.5519,14.2627,28.8617,혼합채권형,국내,956.89,2000-09-04, [기준일자] 2021-10-29  (보수) 0.83    (수수료) 0.00    (TER) 0.84    (매매중개수수료) 0.12," [기준일자] 2021-11-12  (설정원본)           22,192   (순자산총액)           21,398", [기준일자] 2021-11-01  (1개월) -2.29     (6개월) -3.55     (1년) 14.26     (설정이후) 196.90,47.4,43.33,9.16,0.11,0,0,0,0,50,0,0,50
KR5212528222,A01020,파인만뉴그로쓰증권자투자신탁 1(주식),파인만자산운용,매우높은위험,2.2248,38.8892,47.6133,주식형,국내,1517.38,2005-12-01, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 1.00    (TER) 0.00    (매매중개수수료) 0.39," [기준일자] 2021-11-11  (설정원본)           27,355   (순자산총액)           41,508", [기준일자] 2021-11-01  (1개월) 2.61     (6개월) 2.22     (1년) 38.89     (설정이후) 391.94,0,0,8.18,91.82,0,0,0,0,0,0,0,100
KR5232260806,A01040,NH-Amundi차세대리더증권투자신탁[주식],엔에이치아문디자산운용,다소높은위험,-5.3274,37.7945,64.1174,주식형,국내,1456.2,2010-04-29, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.60," [기준일자] 2021-11-11  (설정원본)           21,346   (순자산총액)           31,084", [기준일자] 2021-11-01  (1개월) -2.28     (6개월) -5.33     (1년) 37.79     (설정이후) 170.22,90.69,0,4.43,4.88,0,0,0,0,0,0,0,100
KRM306319737,A01053,KTB에버스타증권투자회사[채권혼합](운용),케이티비자산운용,보통위험,.98,14.1303,25.8621,혼합채권형,국내,1024.76,2001-04-17, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.13    (매매중개수수료) 0.07," [기준일자] 2021-11-12  (설정원본)            5,605   (순자산총액)            5,775", [기준일자] 2021-11-01  (1개월) -1.30     (6개월) 0.98     (1년) 14.13     (설정이후) 218.85,26.8,68.04,5.13,0.04,0,0,0,0,0,0,0,100
K55105BD9058,A01005,삼성코리아초단기우량채권증권자투자신탁 1[채권],삼성자산운용,매우낮은위험,.1508,.6562,4.571,채권형,국내,1017.08,2016-05-20, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           71,281   (순자산총액)           72,499", [기준일자] 2021-11-01  (1개월) -0.10     (6개월) 0.15     (1년) 0.66     (설정이후) 9.18,0,0,2.62,97.38,0,0,0,0,0,0,0,100
KR5235690694,A01043,피델리티미국증권자투자신탁(주식-재간접형),피델리티자산운용,높은위험,1.5379,35.7174,64.6321,재간접형,해외,2014.61,2007-05-17, [기준일자] 2021-10-29  (보수) 1.67    (수수료) 0.00    (TER) 1.68    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)           66,179   (순자산총액)          130,354", [기준일자] 2021-11-01  (1개월) 2.05     (6개월) 1.54     (1년) 35.72     (설정이후) 150.37,0,0,0.96,99.04,0,0,0,0,0,0,0,100
KR5105578193,A01005,삼성KODEX은행증권상장지수투자신탁[주식],삼성자산운용,매우높은위험,3.4785,42.6839,9.1707,주식형,국내,7404.61,2006-06-26, [기준일자] 2021-10-29  (보수) 0.30    (수수료) 0.00    (TER) 0.32    (매매중개수수료) 0.05," [기준일자] 2021-11-12  (설정원본)          351,258   (순자산총액)          351,258", [기준일자] 2021-11-01  (1개월) -0.43     (6개월) 3.48     (1년) 42.68     (설정이후) 7.36,98.41,0,1.59,0,0,0,0,0,0,0,0,100
KR5213701604,A01021,한화Smart++인덱스증권자투자신탁(주식)[운용],한화자산운용,다소높은위험,-7.1554,35.6294,63.0031,주식형,국내,1586.17,2007-06-11, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.02    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)          150,121   (순자산총액)          238,118", [기준일자] 2021-11-01  (1개월) -3.15     (6개월) -7.16     (1년) 35.63     (설정이후) 138.73,0,0,0.46,99.54,0,0,0,0,0,0,0,100
KR5309AB5634,A01056,GB100년공모주증권자투자신탁 1[채권혼합],골든브릿지자산운용,보통위험,1.647,14.0411,31.9697,혼합채권형,국내,1008.03,2012-07-05, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.17," [기준일자] 2021-11-12  (설정원본)          192,006   (순자산총액)          193,959", [기준일자] 2021-11-01  (1개월) -0.46     (6개월) 1.65     (1년) 14.04     (설정이후) 68.48,0,0,0.26,99.74,0,0,0,0,0,0,0,100
KR5235A52495,A01043,피델리티연금미국증권전환형자투자신탁(주식-재간접형),피델리티자산운용,다소높은위험,1.5925,35.7122,64.514,재간접형,해외,1994.02,2011-08-08, [기준일자] 2021-10-29  (보수) 1.12    (수수료) 0.00    (TER) 1.15    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)           17,781   (순자산총액)           35,333", [기준일자] 2021-11-01  (1개월) 2.06     (6개월) 1.59     (1년) 35.71     (설정이후) 292.65,0,0,1.02,98.98,0,0,0,0,50,0,0,50
K55232B30920,A01040,NH-Amundi단기국공채증권자투자신탁[채권],엔에이치아문디자산운용,매우낮은위험,.2691,.6484,3.743,채권형,국내,1003.28,2015-11-02, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.02    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)            6,620   (순자산총액)            6,642", [기준일자] 2021-11-01  (1개월) 0.04     (6개월) 0.27     (1년) 0.65     (설정이후) 9.21,0,0,1.17,98.83,0,0,0,0,0,0,0,100
K55232CN9911,A01040,NH-AmundiHANAROe커머스증권상장지수투자신탁[주식],엔에이치아문디자산운용,높은위험,5.4629,42.6423,,주식형,국내,18543.12,2019-04-22, [기준일자] 2021-10-29  (보수) 0.45    (수수료) 0.00    (TER) 0.51    (매매중개수수료) 0.02," [기준일자] 2021-11-12  (설정원본)          120,571   (순자산총액)          120,571", [기준일자] 2021-11-01  (1개월) 1.99     (6개월) 5.46     (1년) 42.64     (설정이후) 93.47,92.74,0,7.14,0.12,0,0,0,0,0,0,0,100
K55365D69559,A01069,메리츠글로벌고배당증권자투자신탁[주식-재간접형],메리츠자산운용,높은위험,8.8282,35.6575,,재간접형,해외,1257.42,2020-10-07, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.06    (매매중개수수료) 0.11," [기준일자] 2021-11-12  (설정원본)            7,350   (순자산총액)            9,267", [기준일자] 2021-11-01  (1개월) 2.47     (6개월) 8.83     (1년) 35.66     (설정이후) 28.86,0,0,2.11,97.89,0,0,0,0,0,0,0,100
KR5232632632,A01040,NH-Amundi아세안플러스증권투자신탁 1[주식],엔에이치아문디자산운용,다소높은위험,11.2759,34.0032,23.7292,주식형,해외,1202.4,2006-12-20, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.16    (매매중개수수료) 0.14," [기준일자] 2021-11-11  (설정원본)            7,353   (순자산총액)            8,841", [기준일자] 2021-11-01  (1개월) 3.74     (6개월) 11.28     (1년) 34.00     (설정이후) 73.25,91.04,0,7.91,1.05,0,0,0,0,0,0,0,100
KR5301AC6563,A01048,미래에셋개인연금글로벌다이나믹증권전환형자투자신탁 1(채권),미래에셋자산운용,낮은위험,-.026,.6464,10.5715,채권형,해외,988.28,2012-09-12, [기준일자] 2021-10-29  (보수) 0.72    (수수료) 0.00    (TER) 0.76    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)           35,871   (순자산총액)           35,451", [기준일자] 2021-11-01  (1개월) -0.42     (6개월) -0.03     (1년) 0.65     (설정이후) 29.45,0,0,0.24,99.76,0,0,0,0,50,0,0,50
KR5101AJ9786,A01001,한국투자KINDEX다우존스미국리츠부동산상장지수투자신탁(파생형)(합성 H),한국투자신탁운용,매우높은위험,12.8432,42.6389,44.8535,부동산파생형,해외,99561.27,2013-07-30, [기준일자] 2021-10-29  (보수) 0.30    (수수료) 0.00    (TER) 0.45    (매매중개수수료) 0.02," [기준일자] 2021-11-12  (설정원본)           27,930   (순자산총액)           27,930", [기준일자] 2021-11-01  (1개월) 6.73     (6개월) 12.84     (1년) 42.64     (설정이후) 101.56,0,0,97.18,2.82,0,0,0,0,0,0,0,100
K55309BL3980,A01056,GB100년공모주증권자투자신탁3[채권혼합],골든브릿지자산운용,보통위험,1.6418,14.0061,28.4135,혼합채권형,국내,1048.23,2017-01-31, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.19," [기준일자] 2021-11-12  (설정원본)           12,210   (순자산총액)           12,826", [기준일자] 2021-11-01  (1개월) -0.46     (6개월) 1.64     (1년) 14.01     (설정이후) 28.45,0,0,0.28,99.72,0,0,0,0,0,0,0,100
KR5105AK3170,A01005,삼성퇴직연금미국코어주식40증권자투자신탁H[채권혼합],삼성자산운용,보통위험,3.5993,13.9791,28.9703,혼합채권형,혼합,1354.39,2013-09-16, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)           10,736   (순자산총액)           14,537", [기준일자] 2021-11-01  (1개월) 1.59     (6개월) 3.60     (1년) 13.98     (설정이후) 60.97,0,0,7.44,92.56,0,0,0,0,50,0,0,50
K55301D63722,A01048,미래에셋영리한글로벌채권증권자투자신탁(채권),미래에셋자산운용,다소높은위험,-.3645,.6128,,채권형,해외,990.25,2020-06-30, [기준일자] 2021-10-29  (보수) 0.67    (수수료) 0.00    (TER) 0.70    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)            9,956   (순자산총액)            9,859", [기준일자] 2021-11-01  (1개월) -0.61     (6개월) -0.36     (1년) 0.61     (설정이후) 1.96,0,0,0.26,99.74,0,0,0,0,0,0,0,100
KR5107153896,A01007,우리자녀사랑고배당증권투자신탁 1(주식),우리자산운용,다소높은위험,-5.8038,33.9583,56.7286,주식형,국내,1423.67,2009-11-09, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.15," [기준일자] 2021-11-11  (설정원본)            8,740   (순자산총액)           12,442", [기준일자] 2021-11-01  (1개월) -1.45     (6개월) -5.80     (1년) 33.96     (설정이후) 100.70,96.54,0,2.55,0.91,0,0,0,0,0,0,0,100
K55223D29596,A01031,KB온국민TDF2055증권자투자신탁(주식혼합-재간접형)(UH)(운용),케이비자산운용,높은위험,8.4059,35.597,,재간접형,혼합,1463.93,2020-04-24, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.02    (매매중개수수료) 0.05," [기준일자] 2021-11-12  (설정원본)           22,153   (순자산총액)           32,480", [기준일자] 2021-11-01  (1개월) 2.08     (6개월) 8.41     (1년) 35.60     (설정이후) 47.30,0,0,2.02,97.98,0,0,0,0,0,0,0,100
KR5105A08898,A01005,삼성KODEX구리선물특별자산상장지수투자신탁[구리-파생형](H),삼성자산운용,높은위험,-1.6191,42.2343,52.182,특별자산파생,해외,7945.03,2011-03-11, [기준일자] 2021-10-29  (보수) 0.68    (수수료) 0.00    (TER) 0.74    (매매중개수수료) 0.12," [기준일자] 2021-11-12  (설정원본)           20,193   (순자산총액)           20,193", [기준일자] 2021-11-01  (1개월) 5.61     (6개월) -1.62     (1년) 42.23     (설정이후) -18.63,10.3,0,63.41,26.3,0,0,0,0,0,0,0,100
K55240CK5987,A01075,BNKK200인덱스증권투자신탁(주식-파생형),비엔케이자산운용,높은위험,-7.2189,35.5209,,주식파생형,국내,1424.2,2019-02-25, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.29," [기준일자] 2021-11-12  (설정원본)           22,627   (순자산총액)           32,597", [기준일자] 2021-11-01  (1개월) -3.24     (6개월) -7.22     (1년) 35.52     (설정이후) 47.25,87.12,0,2.94,9.94,0,0,0,0,0,0,0,100
K55224B12636,A01032,흥국HK S&P코리아로우볼증권상장지수투자신탁[주식],흥국자산운용,매우높은위험,3.3339,42.2111,31.8274,주식형,국내,12124.92,2015-03-24, [기준일자] 2021-10-29  (보수) 0.40    (수수료) 0.00    (TER) 0.41    (매매중개수수료) 0.06," [기준일자] 2021-11-12  (설정원본)            5,877   (순자산총액)            5,877", [기준일자] 2021-11-01  (1개월) -1.10     (6개월) 3.33     (1년) 42.21     (설정이후) 33.34,99.53,0,0.41,0.05,0,0,0,0,0,0,0,100
KR5301650812,A01048,미래에셋5대그룹대표주증권자투자신탁 1(주식),미래에셋자산운용,매우높은위험,-8.3411,32.968,47.8575,주식형,국내,1135.65,2007-02-09, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.34," [기준일자] 2021-11-11  (설정원본)           14,180   (순자산총액)           16,103", [기준일자] 2021-11-01  (1개월) -1.87     (6개월) -8.34     (1년) 32.97     (설정이후) 163.33,0,0,0.31,99.69,0,0,0,0,0,0,0,100
KR5301AL7396,A01048,미래에셋퇴직연금가치주포커스40증권자투자신탁 1(채권혼합),미래에셋자산운용,다소높은위험,-.3149,13.9063,35.2316,혼합채권형,국내,1089.12,2014-07-15, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.21," [기준일자] 2021-11-12  (설정원본)           21,491   (순자산총액)           23,559", [기준일자] 2021-11-01  (1개월) -1.29     (6개월) -0.31     (1년) 13.91     (설정이후) 56.82,0,0,0.48,99.52,0,0,0,0,50,0,0,50
K55234CJ5491,A01042,IBK그랑프리중단기증권자투자신탁[채권],아이비케이자산운용,낮은위험,-.3202,.5981,,채권형,국내,1020.65,2019-01-25, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)           19,183   (순자산총액)           19,579", [기준일자] 2021-11-01  (1개월) -0.48     (6개월) -0.32     (1년) 0.60     (설정이후) 5.48,0,0,0.9,99.1,0,0,0,0,0,0,0,100
KR5225A04034,A01048,미래에셋TIGER현대차그룹+증권상장지수투자신탁[주식],미래에셋자산운용,매우높은위험,-4.356,41.7657,81.3531,주식형,국내,24035.27,2011-03-09, [기준일자] 2021-10-29  (보수) 0.15    (수수료) 0.00    (TER) 0.21    (매매중개수수료) 0.02," [기준일자] 2021-11-12  (설정원본)          134,131   (순자산총액)          134,131", [기준일자] 2021-11-01  (1개월) 1.05     (6개월) -4.36     (1년) 41.77     (설정이후) -5.13,99.69,0,0.31,0,0,0,0,0,0,0,0,100
K55301BR4873,A01048,미래에셋이머징달러우량국공채증권자투자신탁(H)(채권),미래에셋자산운용,보통위험,2.3273,.59,23.7826,채권형,해외,1100.46,2017-07-05, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.10    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           41,253   (순자산총액)           45,397", [기준일자] 2021-11-01  (1개월) 0.20     (6개월) 2.33     (1년) 0.59     (설정이후) 22.58,0,0,5.31,94.69,0,0,0,0,0,0,0,100
KR5105533693,A01005,삼성퇴직연금액티브배당40증권자투자신탁 1[채권혼합],삼성자산운용,보통위험,-.7569,13.8415,23.9454,혼합채권형,국내,1202.36,2006-02-17, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.04," [기준일자] 2021-11-12  (설정원본)           22,147   (순자산총액)           26,741", [기준일자] 2021-11-01  (1개월) -1.44     (6개월) -0.76     (1년) 13.84     (설정이후) 128.90,0,0,1.55,98.45,0,0,0,0,50,0,0,50
K55105BA2163,A01005,삼성코스닥150 1.5배레버리지증권투자신탁[주식-파생형],삼성자산운용,매우높은위험,5.0879,34.8189,45.0313,주식파생형,국내,1633.05,2016-03-14, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.07," [기준일자] 2021-11-12  (설정원본)           96,034   (순자산총액)          161,059", [기준일자] 2021-11-01  (1개월) -3.28     (6개월) 5.09     (1년) 34.82     (설정이후) 66.04,28.58,0,34.47,36.95,0,0,0,0,0,0,0,100
KR5219781204,A01018,신한더드림러브증권자투자신탁 1[주식],신한자산운용,매우높은위험,4.1772,32.7862,19.8041,주식형,해외,898.47,2008-01-29, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.81    (매매중개수수료) 0.22," [기준일자] 2021-11-11  (설정원본)            5,012   (순자산총액)            4,503", [기준일자] 2021-11-01  (1개월) -0.10     (6개월) 4.18     (1년) 32.79     (설정이후) -10.69,0,0,5.16,94.84,0,0,0,0,0,0,0,100
KR5301781526,A01048,미래에셋인디펜던스증권투자신탁K-3(주식),미래에셋자산운용,매우높은위험,-5.5447,32.0037,52.4542,주식형,국내,1203.75,2008-01-24, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.60," [기준일자] 2021-11-11  (설정원본)            5,826   (순자산총액)            7,013", [기준일자] 2021-11-01  (1개월) -2.85     (6개월) -5.54     (1년) 32.00     (설정이후) 97.26,91.25,0,0.98,7.77,0,0,0,0,0,0,0,100
K55240CN9606,A01075,BNK튼튼단기채증권투자신탁(채권),비엔케이자산운용,낮은위험,.2277,.5818,,채권형,국내,1008.34,2019-04-15, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.07," [기준일자] 2021-11-11  (설정원본)           48,092   (순자산총액)           48,493", [기준일자] 2021-11-01  (1개월) -0.15     (6개월) 0.23     (1년) 0.58     (설정이후) 4.37,0,37.8,62.2,0,0,0,0,0,0,0,0,100
K55105CB0603,A01005,삼성KODEX게임산업증권상장지수투자신탁[주식형],삼성자산운용,높은위험,20.3113,41.7457,86.2196,주식형,국내,18450.2,2018-07-23, [기준일자] 2021-10-29  (보수) 0.45    (수수료) 0.00    (TER) 0.51    (매매중개수수료) 0.05," [기준일자] 2021-11-12  (설정원본)           14,539   (순자산총액)           14,539", [기준일자] 2021-11-01  (1개월) 21.99     (6개월) 20.31     (1년) 41.75     (설정이후) 66.08,99.77,0,0.23,0.01,0,0,0,0,0,0,0,100
KR5210540328,A01018,신한퇴직연금가치40증권자투자신탁[채권혼합],신한자산운용,보통위험,-1.8493,13.7261,25.6495,혼합채권형,국내,1241.24,2006-01-16, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.12," [기준일자] 2021-11-12  (설정원본)           16,552   (순자산총액)           20,668", [기준일자] 2021-11-01  (1개월) -0.93     (6개월) -1.85     (1년) 13.73     (설정이후) 118.03,0,0,8.59,91.41,0,0,0,0,50,0,0,50
K553J1CW0332,A01158,타임폴리오위드타임증권자투자신탁(사모투자재간접형),타임폴리오자산운용,매우높은위험,9.0988,32.7684,,재간접형,국내,1102.78,2019-09-23, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)          422,431   (순자산총액)          470,841", [기준일자] 2021-11-01  (1개월) 4.31     (6개월) 9.10     (1년) 32.77     (설정이후) 59.43,0,0,0.4,99.6,0,0,0,0,0,0,0,100
KR5223AE0742,A01031,KB퇴직연금가치&중소형40증권자투자신탁(채권혼합)(운용),케이비자산운용,보통위험,1.9914,13.6288,23.5814,혼합채권형,국내,1151.66,2013-05-23, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.11," [기준일자] 2021-11-12  (설정원본)           15,946   (순자산총액)           18,430", [기준일자] 2021-11-01  (1개월) -1.19     (6개월) 1.99     (1년) 13.63     (설정이후) 41.45,0,0,3.51,96.49,0,0,0,0,50,0,0,50
