분류,상품명,보장금액,보장내용,1차 영역,2차 영역,지급사유,분류코드
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),2만,응급실내원 진료비(비응급),건강,,보험기간 중 약관에서 정한 「비응급환자」로 응급실에 내원하여 진료를 받은 경우(내원 1회당 지급),3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),5000만,암 진단비(유사암 제외),건강,,보장개시일 이후 약관에서 정한 암으로 진단확정된 경우(최초 1회한 지급),3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),1000만,유사암 진단비,건강,,보험기간 중 유사암으로 진단확정된 경우(각각 최초 1회한 지급),3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),3000만,특정유사암(4기) 진단비,건강,,보험기간 중 약관에서 정한「특정유사암(4기)」으로 진단 확정된 경우 (최초 1회한 지급),3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),1000만,10대 주요암 진단비,건강,,보장개시일 이후 약관에서 정한 10대 주요암으로 진단확정된 경우 가입금액 지급(최초 1회한),3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),200만,암 최초수술비(유사암 제외),건강,,보장개시일 이후 암(유사암 제외)으로 진단확정되고 그 암(유사암 제외)의 직접적인 치료를 목적으로 수술을 받은 경우(최초 1회한 지급),3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),100만,암 수술비(유사암 제외),건강,,보장개시일 이후 암(유사암 제외)으로 진단확정되고 그 암(유사암 제외)의 직접적인 치료를 목적으로 수술을 받은 경우(수술 1회당 지급),3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),30만,유사암 수술비,건강,,보험기간 중 유사암(기타피부암 갑상선암 대장점막내암 제자리암 및 경계성종양)으로 진단확정되고 그 유사암의 직접적인 치료를 목적으로 수술을 받은 경우(수술 1회당 지급),3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),1000만,뇌졸중 진단비,건강,,보험기간 중 뇌졸중으로 진단확정된 경우(최초 1회한 지급),3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),300만,뇌졸중 관혈수술비,건강,,보험기간 중 뇌졸중으로 진단확정되고 그 치료를 직접적인 목적으로 내시경수술 카테터수술 신의료수술 이외의 수술 중 약관에 정한 관혈수술을 받은 경우 가입금액 지급(최초 1회한),3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),100만,뇌졸중 비관혈수술비,건강,,보험기간 중 뇌졸중으로 진단확정되고 그 치료를 직접적인 목적으로 약관에 정한 비관혈수술(내시경수술 카테터수술 신의료수술)을 받은 경우 가입금액 지급(최초 1회한),3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),2000만,뇌출혈 진단비,건강,,보험기간 중 뇌출혈로 진단확정된 경우(최초 1회한 지급),3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),1000만,급성뇌경색 진단비,건강,,보험기간 중 약관에서 정한 급성뇌경색으로 진단확정된 경우(최초 1회한 지급),3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),3000만,급성심근경색증 진단비,건강,,보험기간 중 급성심근경색증으로 진단확정된 경우(최초 1회한 지급),3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),1000만,심장 및 혈관 3종 수술비,건강,,"보험기간 중 약관에서 정한 관상동맥우회술, 대동맥류인조혈관치환술, 심장판막수술을 받은 경우 가입금액 지급(최초 1회한)",3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),200만,2대 주요기관질병 수술비,건강,,보험기간 중 약관에서 정한 2대주요기관질병으로 진단확정 후 직접적인 치료를 목적으로 수술을 받은 경우 가입금액 한도로 지급,3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),200만,응급의료 아나필락시스 진단비(연간1회한),건강,,"보험기간 중 응급실에 내원하여 약관에서 정한 아나필락시스로 진단 확정된 경우, 가입금액을 지급해 드립니다.(연간 1회한)",3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),1000만,뇌혈관질환 진단비,건강,,"보험기간 중 뇌혈관질환으로 진단이 확정된 경우, 가입금액 한도로 지급해 드립니다.",3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),1000만,허혈성심장질환 진단비,건강,,"보험기간 중 허혈성심장질환으로 진단이 확정된 경우, 가입금액 한도로 지급해 드립니다.",3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),1일 4만원 한도,상해 입원 간병인 사용일당,건강,,"상해사고로 인하여 병·의원 등에 입원하여 치료받으며, 약관에 정한 간병인 혹은 간호·간병통합서비스를 사용한 경우, 가입금액 한도로 지급해 드립니다.",3
보장성보험 질병보험 상품,무배당 삼성화재 다이렉트 건강보험(2104.9) 1종(자동갱신형),1일 4만원 한도,질병 입원 간병인 사용일당,건강,,"질병으로 인하여 병·의원 등에 입원하여 치료받으며, 약관에 정한 간병인 혹은 간호·간병통합서비스를 사용한 경우, 가입금액을 한도로 지급해 드립니다.",3
보장성보험 질병보험 상품,(무)교보다이렉트플러스건강보험(갱신형),일시금 1500만원+월생활자금 50만원×36개월,뇌출혈 진단보험금,건강,,뇌출혈 진단확정(최초 1회한),3
보장성보험 질병보험 상품,(무)교보다이렉트플러스건강보험(갱신형),일시금 1500만원+월생활자금 50만원×36개월,급성심근경색증 진단보험금,건강,,급성심근경색증 진단확정(최초 1회한),3
보장성보험 질병보험 상품,(무)교보다이렉트플러스건강보험(갱신형),일시금 1500만원+월생활자금 50만원×36개월,말기신부전증 진단보험금 ,건강,,말기신부전증 진단확정(최초 1회한),3
보장성보험 질병보험 상품,(무)교보다이렉트플러스건강보험(갱신형),일시금 1500만원+월생활자금 50만원×36개월,말기간질환 진단보험금,건강,,15세 계약해당일 이후에 말기간질환 진단확정(최초 1회한),3
보장성보험 질병보험 상품,(무)교보다이렉트플러스건강보험(갱신형),일시금 1500만원+월생활자금 50만원×36개월, 말기폐질환 진단보험금 ,건강,,15세 계약해당일 이후에 말기폐질환 진단확정(최초 1회한),3
보장성보험 질병보험 상품,(무)교보다이렉트플러스건강보험(갱신형),300만원,만기지급금 ,건강,관계,만기생존(최초계약에 한함),3
보장성보험 질병보험 상품,무배당 라이나 당뇨플러스건강보험,120만원,만기지급금,건강,관계,보험기간이 끝날 때까지 생존시,3
보장성보험 질병보험 상품,무배당 라이나 당뇨플러스건강보험,매년50만원,당뇨병치료 생활자금,건강,,당뇨병(당화혈색소 기준)으로 진단확정되고 매년 생존 시(최대 10년(10회))(1년미만 50%지급),3
보장성보험 질병보험 상품,무배당 라이나 당뇨플러스건강보험,500만원에서 당뇨병치료생활자금을 제외한 금액,만기잔여당뇨병 치료자금,건강,,당뇨병(당화혈색소 기준)으로 진단확정되고 보험기간이 종료되기 직전 10회의 당뇨병치료생활작금을 모두 또는 일부 지급받지 않고 생존 시,3
보장성보험 질병보험 상품,무배당 라이나 당뇨플러스건강보험,40만원,당뇨안과 수술급여금,건강,,당뇨관련 주요안과질환으로 진단확정되고 그 치료를 직접적인 목적으로 수술 시(1년미만 50%지급),3
보장성보험 질병보험 상품,무배당 라이나 당뇨플러스건강보험,200만원,당뇨관련 수술급여금(안과제외),건강,,당뇨관련 주요질환(안과제외)으로 진단확정되고 그 치료를 직접적인 목적으로 수술 시(1년미만 50%지급),3
보장성보험 질병보험 상품,무배당 라이나 당뇨플러스건강보험,4만원,당뇨관련 입원급여금,건강,,당뇨관련 주요질환으로 진단확정되고 4일이상 계속 입원하였을 때(1년미만 50%지급),3
보장성보험 질병보험 상품,무배당 라이나 당뇨플러스건강보험,100만원,인슐린치료보험금,건강,,당뇨병으로 진단확정되고 직접적인 목적으로 인슐린 약제를 투약 받았을 때(연간 1회한도)(1년미만 50%지급),3
보장성보험 질병보험 상품,무배당 라이나 당뇨플러스건강보험,300만원,주요 심/뇌혈관계질환 수술급여금,건강,,주요 심/뇌혈관계 질환으로 진단확정 되고 그 치료를 직접적인 목적으로 수술 시(1년미만 50%지급),3
보장성보험 질병보험 상품,무배당 라이나 당뇨플러스건강보험,2000만원,뇌출혈 치료보험금,건강,,뇌출혈로 진단 확정 시(최초1회한)(1년미만 50%지급),3
보장성보험 질병보험 상품,무배당 라이나 당뇨플러스건강보험,2000만원,급성심근경색증 치료보험금,건강,,급성심근경색증으로 진단 확정 시(최초1회한)(1년미만 50%지급),3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,1000만원,3대암 진단보험금,건강,,"피보험자가 보험기간 중 ‘암보장개시일’ 이후에 「3대암」으로 진단 확정되었을 경우(다만, 최초 1회의 진단 확정에 한하며, 가입 후 2년 미만 50% 지급) [3대암 : ‘위의 악성 신생물(암)(C16)’, ‘간 및 간내 담관의 악성 신생물(암)(C22)’, ‘기관지 및 폐의 악성 신생물(암)(C34)’ 등 주계약 약관 [별표4] ‘3대암 분류표’에서 정한 질병을 말합니다. 세부 사항은 해당 분류표를 참고하시기 바랍니다.]",3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,1000만원,여성생식기암 진단보험금,건강,,피보험자가 보험기간 중 ‘암보장개시일’ 이후에 「여성생식기암」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,200만원,자궁난소적출 수술보험금_여성생식기암 직접 치료 목적,건강,,피보험자가 보험기간 중 ‘암보장개시일’ 이후에 「여성생식기암」으로 확정되고 그 「여성생식기암」의 치료를 직접적인 목적으로 「자궁난소적출수술」을 받은 경우(다만 최초 1회의 수술에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,200만원,자궁난소적출 수술보험금_여성생식기의 제자리암 직접 치료 목적,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성생식기의 제자리암」으로 진단 확정되고 그 「여성생식기의 제자리암」의 치료를 직접적인 목적으로 「자궁난소적출수술」을 받은 경우(다만 최초 1회의 수술에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,500만원,유방암 진단보험금,건강,,피보험자가 보험기간 중 ‘암보장개시일’ 이후에 「유방암」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,200만원,유방재건 수술보험금,건강,,피보험자가 보험기간 중 ‘암보장개시일’ 이후에 「유방암」으로 진단 확정되고 그 「유방암」의 치료를 직접적인 목적으로 ‘유방(완)전절제수술’ 후 「유방재건수술」을 받은 경우 또는 피보험자가 보험기간 중 보장개시일 이후에 「유방의 제자리암」으로 진단 확정되고 그 「유방의 제자리암」의 치료를 직접적인 목적으로 ‘유방(완)전절제수술’ 후 「유방재건수술」을 받은 경우(다만 보험연도 기준 연간 1회의 수술에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,100만원,갑상선암 진단보험금,건강,,피보험자가 보험기간 중 보장개시일 이후에 「갑상선암」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,200만원,갑상선 전절제 수술보험금,건강,,피보험자가 보험기간 중 보장개시일 이후에 「갑상선암」으로 진단 확정되고 그 「갑상선암」의 치료를 직접적인 목적으로「갑상선 전절제 수술」을 받은 경우(다만 최초 1회의 수술에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,1000만원,여성 4대 중증 질환 진단보험금_중증루푸스신염,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 4대 중증 질환」 中 「중증루푸스신염」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,1000만원,여성 4대 중증 질환 진단보험금_중증재생불량성빈혈,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 4대 중증 질환」 中 「중증재생불량성빈혈」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,1000만원,여성 4대 중증 질환 진단보험금_뇌출혈,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 4대 중증 질환」 中 「뇌출혈」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,1000만원,여성 4대 중증 질환 진단보험금_급성심근경색증,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 4대 중증 질환」 中 「급성심근경색증」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,200만원,여성 3대 생활 질환 진단보험금_특정 류마티스 관절염,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 3대 생활 질환」 中 「특정 류마티스 관절염」으로 진단 확정되었을 경우,3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,50만원,여성 3대 생활 질환 진단보험금_대상포진,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 3대 생활 질환」 中 「대상포진」으로 진단 확정되었을 경우,3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,100만원,여성 3대 생활 질환 진단보험금_통풍,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 3대 생활 질환」 中 「통풍」으로 진단 확정되었을 경우,3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,1일 이상 입원일수 1일당 2만원(1회 입원당 120일 한도),여성 4대 특정 질환 입원보험금,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 4대 특정 질환」으로 진단 확정되고 그 「여성 4대 특정 질환」의 치료를 직접적인 목적으로 1일 이상 계속하여 「입원」을 한 경우 [여성4대 특정 질환 : 「하지의 정맥류」 「성대결절」 「손목터널증후군」 「무지외반증」으로 주계약 약관 [별표17] ‘여성 4대 특정 질환 분류표’에서 정한 질병을 말합니다. 세부 사항은 해당 분류표를 참고하시기 바랍니다.],3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,수술 1회당 30만원,여성 4대 특정 질환 수술보험금,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 4대 특정 질환」으로 진단 확정되고 그 「여성 4대 특정 질환」의 치료를 직접적인 목적으로 「수술」을 받은 경우 [여성4대 특정 질환 : 「하지의 정맥류」 「성대결절」 「손목터널증후군」 「무지외반증」으로 주계약 약관 [별표17] ‘여성 4대 특정 질환 분류표’에서 정한 질병을 말합니다. 세부 사항은 해당 분류표를 참고하시기 바랍니다.],3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,4일 이상 입원일수 1일당 2만원 (1회 입원당 120일 한도),특정 부인과 질환 입원보험금,건강,,피보험자가 보험기간 중 보장개시일 이후에 「특정 부인과 질환」으로 진단 확정되고 그 「특정 부인과 질환」의 치료를 직접적인 목적으로 4일 이상 계속하여 「입원」을 한 경우 [특정 부인과 질환 : ‘유방의 장애’ ‘여성 골반내 기관의 염증성 질환’ ‘여성생식관의 비염증성 장애’ 등 주계약 약관 [별표18] ‘특정 부인과 질환 분류표’에서 정한 질병을 말합니다. 세부 사항은 해당 분류표를 참고 하시기 바랍니다.],3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,수술 1회당 30만원,특정 부인과 질환 수술보험금,건강,,피보험자가 보험기간 중 보장개시일 이후에 「특정 부인과 질환」으로 진단 확정되고 그 「특정 부인과 질환」의 치료를 직접적인 목적으로 「수술」을 받은 경우 [특정 부인과 질환 : ‘유방의 장애’ ‘여성 골반내 기관의 염증성 질환’ ‘여성생식관의 비염증성 장애’ 등 주계약 약관 [별표18] ‘특정 부인과 질환 분류표’에서 정한 질병을 말합니다. 세부 사항은 해당 분류표를 참고 하시기 바랍니다.],3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,수술 1회당 30만원,재해골절(치아파절 제외)·골다공증 수술보험금,건강,,피보험자가 보험기간 중 보장개시일 이후에 「재해골절(치아파절 제외)·골다공증」으로 진단 확정되고 그 「재해골절(치아파절 제외)·골다공증」의 치료를 직접적인 목적으로 「수술」을 받았을 경우(수술 1회당),3
보장성보험 질병보험 상품,교보라이프플래닛(무)b여성건강보험,1회당 20만원,건강관리자금(중도생존자금),건강,관계,피보험자가 ‘건강관리자금 지급사유 발생일(계약일로부터 11년 이후 최대 10년 동안 매년 연계약해당일)’에 살아있을 경우 (최대 10회 지급),3
보장성보험 질병보험 상품,"(무)NH3대진단비보험[해지환급금미지급형(납입중0%,납입후50%)]",1천만원(1년이내 30% 지급),암진단비 Ⅲ,건강,,보험기간 중 암보장개시일 이후 기타피부암 갑상선암 대장점막내암 경계성종양 제자리암 이외의 암 진단 확정 시(최초1회한),3
보장성보험 질병보험 상품,"(무)NH3대진단비보험[해지환급금미지급형(납입중0%,납입후50%)]",2백만원(1년이내 30% 지급),암진단비 Ⅲ,건강,,"보험기간 중 기타피부암, 갑상선암, 대장점막내암, 제자리암 및 경계성종양으로 진단확정시(각각 최초 1회한)",3
보장성보험 질병보험 상품,"(무)NH3대진단비보험[해지환급금미지급형(납입중0%,납입후50%)]",1천만원(1년이내 30%지급),뇌혈관질환진단비,건강,,보험기간 중 뇌혈관질환으로 진단 확정시(최초1회한),3
보장성보험 질병보험 상품,"(무)NH3대진단비보험[해지환급금미지급형(납입중0%,납입후50%)]",5백만원(1년이내 30%지급),뇌출혈진단비,건강,,보험기간 중 뇌출혈으로 진단 확정시(최초1회한),3
보장성보험 질병보험 상품,"(무)NH3대진단비보험[해지환급금미지급형(납입중0%,납입후50%)]",1천만원(1년이내 30%지급),허혈성심장질환진단비,건강,,보험기간 중 허혈성심장질환으로 진단 확정시(최초1회한),3
보장성보험 질병보험 상품,"(무)NH3대진단비보험[해지환급금미지급형(납입중0%,납입후50%)]",5백만원(1년이내 30%지급),급성심근경색증진단비,건강,,보험기간 중 급성심근경색증으로 진단 확정시(최초1회한),3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),1000만원,3대암 진단보험금,건강,,피보험자가 보험기간 중 ‘암보장개시일’ 이후에 「3대암」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급) [3대암 : ‘위의 악성 신생물(암)(C16)’ ‘간 및 간내 담관의 악성 신생물(암)(C22)’ ‘기관지 및 폐의 악성 신생물(암)(C34)’ 등 주계약 약관 [별표4] ‘3대암 분류표’에서 정한 질병을 말합니다. 세부 사항은 해당 분류표를 참고하시기 바랍니다.],3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),1000만원,여성생식기암 진단보험금,건강,,피보험자가 보험기간 중 ‘암보장개시일’ 이후에 「여성생식기암」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),200만원,자궁난소적출 수술보험금_여성생식기암 직접 치료 목적,건강,,피보험자가 보험기간 중 ‘암보장개시일’ 이후에 「여성생식기암」으로 확정되고 그 「여성생식기암」의 치료를 직접적인 목적으로 「자궁난소적출수술」을 받은 경우(다만 최초 1회의 수술에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),200만원,자궁난소적출 수술보험금_여성생식기의 제자리암 직접 치료 목적,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성생식기의 제자리암」으로 진단 확정되고 그 「여성생식기의 제자리암」의 치료를 직접적인 목적으로 「자궁난소적출수술」을 받은 경우(다만 최초 1회의 수술에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),500만원,유방암 진단보험금,건강,,피보험자가 보험기간 중 ‘암보장개시일’ 이후에 「유방암」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),200만원,유방재건 수술보험금,건강,,피보험자가 보험기간 중 ‘암보장개시일’ 이후에 「유방암」으로 진단 확정되고 그 「유방암」의 치료를 직접적인 목적으로 ‘유방(완)전절제수술’ 후 「유방재건수술」을 받은 경우 또는 피보험자가 보험기간 중 보장개시일 이후에 「유방의 제자리암」으로 진단 확정되고 그 「유방의 제자리암」의 치료를 직접적인 목적으로 ‘유방(완)전절제수술’ 후 「유방재건수술」을 받은 경우(다만 보험연도 기준 연간 1회의 수술에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),100만원,갑상선암 진단보험금,건강,,피보험자가 보험기간 중 보장개시일 이후에 「갑상선암」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),200만원,갑상선 전절제 수술보험금,건강,,피보험자가 보험기간 중 보장개시일 이후에 「갑상선암」으로 진단 확정되고 그 「갑상선암」의 치료를 직접적인 목적으로「갑상선 전절제 수술」을 받은 경우(다만 최초 1회의 수술에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),1000만원,여성 4대 중증 질환 진단보험금_중증루푸스신염,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 4대 중증 질환」 中 「중증루푸스신염」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),1000만원,여성 4대 중증 질환 진단보험금_중증재생불량성빈혈,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 4대 중증 질환」 中 「중증재생불량성빈혈」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),1000만원,여성 4대 중증 질환 진단보험금_뇌출혈,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 4대 중증 질환」 中 「뇌출혈」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),1000만원,여성 4대 중증 질환 진단보험금_급성심근경색증,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 4대 중증 질환」 中 「급성심근경색증」으로 진단 확정되었을 경우(다만 최초 1회의 진단 확정에 한하며 가입 후 2년 미만 50% 지급),3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),200만원,여성 3대 생활 질환 진단보험금_특정 류마티스 관절염,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 3대 생활 질환」 中 「특정 류마티스 관절염」으로 진단 확정되었을 경우,3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),50만원,여성 3대 생활 질환 진단보험금_대상포진,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 3대 생활 질환」 中 「대상포진」으로 진단 확정되었을 경우,3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),100만원,여성 3대 생활 질환 진단보험금_통풍,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 3대 생활 질환」 中 「통풍」으로 진단 확정되었을 경우,3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),1일 이상 입원일수 1일당 2만원(1회 입원당 120일 한도),여성 4대 특정 질환 입원보험금,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 4대 특정 질환」으로 진단 확정되고 그 「여성 4대 특정 질환」의 치료를 직접적인 목적으로 1일 이상 계속하여 「입원」을 한 경우 [여성4대 특정 질환 : 「하지의 정맥류」 「성대결절」 「손목터널증후군」 「무지외반증」으로 주계약 약관 [별표17] ‘여성 4대 특정 질환 분류표’에서 정한 질병을 말합니다. 세부 사항은 해당 분류표를 참고하시기 바랍니다.],3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),수술 1회당 30만원,여성 4대 특정 질환 수술보험금,건강,,피보험자가 보험기간 중 보장개시일 이후에 「여성 4대 특정 질환」으로 진단 확정되고 그 「여성 4대 특정 질환」의 치료를 직접적인 목적으로 「수술」을 받은 경우 [여성4대 특정 질환 : 「하지의 정맥류」 「성대결절」 「손목터널증후군」 「무지외반증」으로 주계약 약관 [별표17] ‘여성 4대 특정 질환 분류표’에서 정한 질병을 말합니다. 세부 사항은 해당 분류표를 참고하시기 바랍니다.],3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),4일 이상 입원일수 1일당 2만원 (1회 입원당 120일 한도),특정 부인과 질환 입원보험금,건강,,피보험자가 보험기간 중 보장개시일 이후에 「특정 부인과 질환」으로 진단 확정되고 그 「특정 부인과 질환」의 치료를 직접적인 목적으로 4일 이상 계속하여 「입원」을 한 경우 [특정 부인과 질환 : ‘유방의 장애’ ‘여성 골반내 기관의 염증성 질환’ ‘여성생식관의 비염증성 장애’ 등 주계약 약관 [별표18] ‘특정 부인과 질환 분류표’에서 정한 질병을 말합니다. 세부 사항은 해당 분류표를 참고 하시기 바랍니다.],3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),수술 1회당 30만원,특정 부인과 질환 수술보험금,건강,,피보험자가 보험기간 중 보장개시일 이후에 「특정 부인과 질환」으로 진단 확정되고 그 「특정 부인과 질환」의 치료를 직접적인 목적으로 「수술」을 받은 경우 [특정 부인과 질환 : ‘유방의 장애’ ‘여성 골반내 기관의 염증성 질환’ ‘여성생식관의 비염증성 장애’ 등 주계약 약관 [별표18] ‘특정 부인과 질환 분류표’에서 정한 질병을 말합니다. 세부 사항은 해당 분류표를 참고 하시기 바랍니다.],3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),수술 1회당 30만원,재해골절(치아파절 제외)·골다공증 수술보험금,건강,,피보험자가 보험기간 중 보장개시일 이후에 「재해골절(치아파절 제외)·골다공증」으로 진단 확정되고 그 「재해골절(치아파절 제외)·골다공증」의 치료를 직접적인 목적으로 「수술」을 받았을 경우(수술 1회당),3
보장성보험 질병보험 상품,(무)e여성건강보험(100% 만기환급형),이미 납입한 보험료 x 100%,만기환급금,건강,관계,피보험자가 보험기간이 끝날 때까지 살아 있을 경우,3
