,상품명,금융회사,상품유형,최초판매일,판매여부,중도해지,직전분기_납입원금,직전분기_적립금,직전분기_수익률,전년도_납입원금,전년도_적립금,전년도_수익률,장기수익률(연평균)_3년,장기 수익률(연평균)_5년,장기 수익률(연평균)_7년,장기 수익률(연평균)_10년,장기 수수료율(연평균)_3년,장기 수수료율(연평균)_5년,장기 수수료율(연평균)_7년,장기 수수료율(연평균)_10년,위험,직업,학습,건강,관계,주거,사회참여,여가,재무
857,미래에셋퇴직플랜단기증권자투자신탁 1(채권)CLASS-C,미래에셋자산운용,재간접,2006/01/02,판매,가능,"1,918","1,919",0.08,"1,928","1,966",-11.01,-1.87,-12.57,-8.38,0.36,0.45,0.48,0.45,0.40,보통위험,0,0,0,0,100,0,0,0
858,KB연금가치배당증권자투자신탁(주식) C 클래스,케이비자산운용,주식형,2014/12/26,판매,가능,"1,594","1,915",33.51,"1,756","1,793",10.61,2.27,1.49,,,1.37,1.37,,,높은위험,0,0,0,0,100,0,0,0
859,신한마음편한TDF2040증권투자신탁[주식혼합-재간접형](종류C-pe),신한자산운용,재간접,2017/10/11,판매,가능,"1,652","1,907",20.00,"1,131","1,250",3.56,3.93,,,,0.78,,,,보통위험,0,0,0,0,100,0,0,0
860,KB다이나믹4차산업EMP증권자투자신탁(주식-재간접형)C-P,케이비자산운용,재간접,2018/06/19,판매,가능,"1,606","1,896",14.77,"1,665","2,081",41.83,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
861,알파시나브로공모주증권투자신탁 1[주식혼합]Class-C-P,알파자산운용,혼합주식형,2016/08/30,판매,가능,"1,701","1,889",10.56,866,932,8.50,4.23,,,,1.01,,,,높은위험,0,0,0,0,100,0,0,0
862,우리연금재팬증권자투자신탁(주식)ClassC,프랭클린템플턴투자신탁운용,주식형,2015/05/27,판매,가능,"1,841","1,888",25.79,"2,442","2,098",-1.14,-4.70,-1.14,,,1.60,1.56,,,높은위험,0,0,0,0,100,0,0,0
863,삼성클래식인도중소형FOCUS연금증권자투자신탁UH[주식]_Ce,삼성자산운용,주식형,2015/11/19,판매,가능,"1,476","1,884",74.18,426,496,-6.31,-10.32,-1.10,,,1.34,1.35,,,높은위험,0,0,0,0,100,0,0,0
864,미래에셋퇴직연금베스트펀드컬렉션20증권자투자신탁 1 (채권혼합-재간접형)종류C,미래에셋자산운용,재간접,2015/10/19,판매,가능,"1,783","1,882",4.65,"2,228","2,330",8.23,3.41,4.01,,,0.59,0.58,,,보통위험,0,0,0,0,100,0,0,0
865,한화천연자원증권자투자신탁(주식)CP클래스,한화자산운용,주식형,2016/03/18,판매,가능,"1,457","1,879",31.24,"1,239","1,386",-5.88,-2.66,,,,1.86,,,,높은위험,0,0,0,0,100,0,0,0
866,하나UBS레그메이슨매크로오퍼튜니티혼합자산자투자신탁[재간접형]ClassC-P,하나유비에스자산운용,혼합자산,2019/02/22,판매,가능,"1,742","1,879",4.22,"2,203","2,361",3.79,,,,,,,,,다소높은위험,0,0,0,0,100,0,0,0
867,현대AIM시그니처글로벌EMP증권자투자신탁 1(UH)[혼합-재간접형]종류S-P,현대자산운용,재간접,2020/09/11,판매,가능,"1,712","1,878",10.51,710,712,0.00,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
868,하나UBSPIMCO글로벌인컴혼합자산자투자신탁(H)[재간접형]ClassC-PE,하나유비에스자산운용,혼합자산,2018/01/15,판매,가능,"1,830","1,877",5.61,"1,005","1,023",0.49,1.24,,,,0.67,,,,다소높은위험,0,0,0,0,100,0,0,0
869,미래에셋연금선진시장증권자투자신탁 1(주식-재간접형)종류C-P2e,미래에셋자산운용,재간접,2017/10/12,판매,가능,"1,853","1,877",44.45,318,364,7.31,8.63,,,,0.98,,,,보통위험,0,0,0,0,100,0,0,0
870,하이아시아퀄리티증권투자신탁(채권-재간접형)(H)(C-p),하이자산운용,재간접,2014/02/24,판매,가능,"1,624","1,869",-1.31,"1,866","2,188",3.80,2.58,3.27,,,1.14,1.11,,,보통위험,0,0,0,0,100,0,0,0
871,AB글로벌고수익증권투자신탁(채권-재간접형)종류형Sp,얼라이언스번스틴자산운용,재간접,2014/04/30,판매,가능,"1,428","1,850",12.68,"1,867","2,219",-4.05,0.60,4.17,,,0.38,0.36,,,보통위험,0,0,0,0,100,0,0,0
872,미래에셋미국블루칩인덱스증권투자신탁 1(주식)종류C-P2,미래에셋자산운용,재간접,2016/12/27,판매,가능,"1,138","1,850",41.30,872,"1,264",-5.06,10.62,12.49,,,1.69,1.26,,,보통위험,0,0,0,0,100,0,0,0
873,미래에셋퇴직연금솔로몬증권자투자신탁 1(주식혼합)종류C-P2e,미래에셋자산운용,재간접,2017/12/21,판매,가능,"1,701","1,846",17.80,"1,076","1,249",16.95,3.12,,,,0.61,,,,보통위험,0,0,0,0,100,0,0,0
874,우리G알리안츠유럽배당증권자투자신탁[주식_재간접형](H)ClassP2,우리글로벌자산운용,재간접,2014/09/17,판매,가능,"1,630","1,833",17.37,"2,217","2,228",-20.39,-5.95,-1.36,,,0.78,0.76,,,보통위험,0,0,0,0,100,0,0,0
875,KTB전단채증권투자신탁[채권]종류C-P,케이티비자산운용,채권형,2016/01/18,판매,가능,"2,524","1,826",-0.58,"4,898","4,218",1.33,0.26,0.80,,,0.17,0.19,,,낮은위험,0,0,0,0,100,0,0,0
876,삼성누버거버먼이머징국공채플러스증권자투자신탁H[채권-재간접형]C-Pe,삼성자산운용,재간접,2017/08/03,판매,가능,"1,768","1,825",4.07,"2,003","2,085",0.15,0.59,,,,0.45,,,,보통위험,0,0,0,0,100,0,0,0
877,미래에셋연금저축베스트컬렉션증권자투자신탁 1(채권혼합)종류C-Pe,미래에셋자산운용,재간접,2015/08/07,판매,가능,"1,862","1,819",13.45,"1,131","1,235",16.44,5.89,5.78,,,0.44,0.44,,,보통위험,0,0,0,0,100,0,0,0
878,한국투자연금글로벌브랜드파워증권자투자신탁(주식)(C-e),한국투자신탁운용,주식형,2015/12/08,판매,가능,"1,400","1,815",35.17,801,"1,033",5.32,3.80,7.50,,,1.17,1.12,,,높은위험,0,0,0,0,100,0,0,0
879,미래에셋라이프사이클7090연금증권전환형자투자신탁 1(채권)종류C-e,미래에셋자산운용,재간접,2017/09/11,판매,가능,"1,833","1,804",-1.65,"3,010","3,056",0.91,3.58,,,,0.37,,,,보통위험,0,0,0,0,100,0,0,0
880,미래에셋가치주포커스20증권자투자신탁 1(채권혼합)종류C-P,미래에셋자산운용,재간접,2015/04/27,판매,가능,"1,564","1,804",4.14,"1,684","1,932",10.11,3.15,2.37,,,1.12,1.11,,,보통위험,0,0,0,0,100,0,0,0
881,신한마음편한TDF2040증권투자신탁[주식혼합-재간접형](종류C-p),신한자산운용,재간접,2017/10/11,판매,가능,"1,473","1,802",19.21,"1,479","1,629",4.32,4.49,,,,1.26,,,,보통위험,0,0,0,0,100,0,0,0
882,유경플레인바닐라부동산인프라자투자신탁(재간접형)ClassS-P,유경피에스지자산운용,부동산,2020/09/17,판매,가능,"1,541","1,802",21.80,365,370,0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
883,KTBVIP스타셀렉션증권자투자신탁[주식]종류C-Pe,케이티비자산운용,주식형,2020/07/31,판매,가능,"1,702","1,791",36.94,93,109,0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
884,미래에셋연금글로벌배당프리미엄증권자투자신탁 1(주식혼합)종류C-P2e,미래에셋자산운용,재간접,2017/11/07,판매,가능,"1,824","1,785",23.19,743,783,-1.48,1.35,,,,0.94,,,,보통위험,0,0,0,0,100,0,0,0
885,삼성아세안플러스베트남증권자투자신탁H[주식-파생형]_C-P,삼성자산운용,파생상품,2016/09/07,판매,가능,"1,458","1,781",32.48,"2,330","2,268",8.86,-1.96,,,,1.76,1.71,,,매우높은위험,0,0,0,0,100,0,0,0
886,미래에셋퇴직플랜BRICs업종대표증권자투자신탁 1(주식)종류C-P2e,미래에셋자산운용,재간접,2017/09/08,판매,가능,"1,929","1,776",36.24,"1,167","1,574",40.20,18.94,,,,1.13,,,,보통위험,0,0,0,0,100,0,0,0
887,NH-Amundi단기국공채증권자투자신탁[채권]ClassC-P1(연금저축),엔에이치아문디자산운용,채권형,2016/09/22,판매,가능,"1,613","1,773",0.25,"2,203","2,358",0.62,1.14,,,,0.41,,,,낮은위험,0,0,0,0,100,0,0,0
888,미래에셋글로벌다이나믹연금증권전환형자투자신탁 1(채권)종류S-P,미래에셋자산운용,재간접,2014/07/04,판매,가능,"1,776","1,768",1.67,"1,968","2,036",3.02,3.88,4.60,4.02,,0.52,0.52,0.47,,보통위험,0,0,0,0,100,0,0,0
889,DB차이나본토RQFII증권자투자신탁(H)[주식]ClassC-PE,디비자산운용,주식형,2017/08/07,판매,가능,"1,400","1,757",11.98,"1,022","1,509",36.09,10.53,,,,1.37,,,,높은위험,0,0,0,0,100,0,0,0
890,신한해피라이프연금중국본토중소형주증권자투자신탁 1(H)[주식](종류C-e),신한자산운용,주식형,2015/05/12,판매,가능,967,"1,756",15.72,"1,509","2,234",43.27,8.24,0.36,,,1.15,1.10,,,높은위험,0,0,0,0,100,0,0,0
891,한화에너지인프라MLP특별자산자투자회사(인프라-재간접형) 종류C-P,한화자산운용,특별자산,2014/07/29,판매,가능,"3,244","1,756",22.88,"3,744","1,740",-24.13,-13.47,-7.71,,,0.99,1.07,,,매우높은위험,0,0,0,0,100,0,0,0
892,메리츠코리아연금증권전환형자투자신탁 1[주식]종류Ce,메리츠자산운용,주식형,2014/05/28,판매,가능,"1,430","1,753",30.12,"1,531","1,698",31.42,7.09,1.37,,,0.88,0.89,,,높은위험,0,0,0,0,100,0,0,0
893,미래에셋하나1Q퇴직연금증권자투자신탁 1(채권혼합)종류C,미래에셋자산운용,재간접,2016/08/29,판매,가능,"1,760","1,752",5.60,"1,469","1,507",4.92,2.94,2.83,,,0.79,0.66,,,보통위험,0,0,0,0,100,0,0,0
894,한화LifePlusTDF2035증권투자신탁(혼합-재간접형)종류 C-P(연금저축),한화자산운용,재간접,2018/04/16,판매,가능,"1,430","1,750",22.23,"1,074","1,230",5.64,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
895,이스트스프링차이나드래곤AShare증권자투자신탁(UH)[주식]클래스S-P2(연금저축),이스트스프링자산운용,주식형,2016/03/15,판매,가능,645,"1,750",32.70,928,"1,827",47.75,15.68,,,,1.42,,,,높은위험,0,0,0,0,100,0,0,0
896,미래에셋퇴직연금솔로몬증권자투자신탁 2(주식)종류C-P2e,미래에셋자산운용,재간접,2019/01/21,판매,가능,"1,500","1,741",26.62,"1,079","1,571",37.99,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
897,NH-Amundie-프리미어인덱스증권자투자신탁 1[주식-파생형]C-P1(연금저축),엔에이치아문디자산운용,파생상품,2014/10/30,판매,가능,"1,084","1,739",34.60,"1,017","1,648",41.59,7.34,11.83,,,0.51,0.50,,,매우높은위험,0,0,0,0,100,0,0,0
898,삼성당신을위한신연금글로벌증권전환형자투자신탁 1[주식],삼성자산운용,주식형,2008/11/18,판매,가능,777,"1,737",45.23,965,"1,566",-0.74,3.93,5.28,4.20,4.20,2.15,1.99,1.94,1.86,높은위험,0,0,0,0,100,0,0,0
899,KB연금중국본토A주증권자투자신탁(주식)S-P 클래스,케이비자산운용,주식형,2015/08/17,판매,가능,"1,320","1,733",22.22,"1,032","1,465",60.08,13.24,10.66,,,1.35,1.27,,,높은위험,0,0,0,0,100,0,0,0
900,삼성아세안플러스베트남증권자투자신탁UH[주식]C-Pe,삼성자산운용,주식형,2017/07/21,판매,가능,"1,240","1,730",40.20,"1,228","1,327",7.96,0.81,,,,1.42,,,,높은위험,0,0,0,0,100,0,0,0
901,한화중국본토증권자투자신탁H(주식)종류S-P(연금저축),한화자산운용,주식형,2016/10/13,판매,가능,"1,110","1,693",-5.84,"1,387","2,141",33.08,5.27,,,,1.05,,,,높은위험,0,0,0,0,100,0,0,0
902,미래에셋QV솔루션50증권투자신탁 1(채권혼합-재간접형)종류C-Pe,미래에셋자산운용,재간접,2017/02/16,판매,가능,"1,327","1,691",13.91,"1,311","1,558",4.48,1.84,,,,0.83,,,,보통위험,0,0,0,0,100,0,0,0
903,신한연금저축POP펀드셀렉션증권자투자신탁[주식-재간접형](종류C1),신한자산운용,재간접,2015/08/05,판매,가능,"1,075","1,683",32.07,"1,257","1,683",18.29,3.56,4.49,,,0.97,0.93,,,보통위험,0,0,0,0,100,0,0,0
904,한화개인MMF 1 C-Pe(연금저축),한화자산운용,단기금융,2017/08/10,판매,가능,"1,655","1,682",0.58,"1,544","1,565",0.68,1.27,,,,0.21,,,,매우낮은위험,0,0,0,0,100,0,0,0
905,삼성J-REITs부동산투자신탁 1[REITs-재간접형](C-Pe),삼성자산운용,부동산,2019/03/19,판매,가능,"1,759","1,673",16.98,"1,968","1,583",-21.81,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
906,미래에셋퇴직플랜차이나인덱스40증권자투자신탁(채권혼합)종류C,미래에셋자산운용,재간접,2010/08/10,판매,가능,"1,783","1,662",-0.51,"1,955","2,037",3.67,2.16,0.29,1.32,1.64,0.77,1.13,1.04,0.92,보통위험,0,0,0,0,100,0,0,0
907,대신글로벌리츠부동산자투자신탁 1(H)[리츠-재간접형]종류C-Pe,대신자산운용,부동산,2020/06/17,판매,가능,"1,383","1,661",20.30,890,972,0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
908,미래에셋연금중국본토증권자투자신탁 1(주식-재간접형)종류C-e,미래에셋자산운용,재간접,2015/01/27,판매,가능,"1,922","1,658",13.75,"1,868","2,121",32.60,6.82,5.53,,,0.86,0.89,,,보통위험,0,0,0,0,100,0,0,0
909,한화LifePlusTDF2020증권자투자신탁(혼합-재간접형)종류C-Pe(연금저축),한화자산운용,재간접,2018/04/13,판매,가능,"1,485","1,654",11.61,"1,239","1,320",3.63,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
910,하나UBS파워e단기채증권자투자신탁[채권]ClassC-P2E,하나유비에스자산운용,채권형,2019/06/25,판매,가능,"1,624","1,645",0.85,"1,533","1,546",1.52,,,,,,,,,낮은위험,0,0,0,0,100,0,0,0
911,한국투자골드플랜네비게이터연금증권전환형투자신탁 1(주식)(C-e),한국투자신탁운용,주식형,2015/05/21,판매,가능,"1,227","1,644",23.43,"1,101","1,451",31.96,2.63,5.70,,,1.05,1.06,,,높은위험,0,0,0,0,100,0,0,0
912,KB온국민TDF2020증권투자신탁(채권혼합-재간접형)C-Pe,케이비자산운용,재간접,2017/08/01,판매,가능,"1,524","1,643",9.07,805,894,7.94,4.52,,,,0.46,,,,보통위험,0,0,0,0,100,0,0,0
913,AB미국그로스UH증권투자신탁(주식-재간접형)종류S-p,얼라이언스번스틴자산운용,재간접,2020/07/31,판매,가능,"1,513","1,638",24.88,297,306,,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
914,삼성아세안플러스베트남증권자투자신탁H[주식-파생형]C-Pe,삼성자산운용,파생상품,2017/07/28,판매,가능,"1,368","1,638",32.34,"2,355","2,259",10.56,-1.76,,,,1.25,,,,매우높은위험,0,0,0,0,100,0,0,0
915,유경플레인바닐라글로벌자산배분증권자투자신탁(주식)ClassC-P,유경피에스지자산운용,주식형,2020/01/02,판매,가능,"1,446","1,636",21.13,577,651,16.83,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
916,신한마음편한TDF2030증권투자신탁[주식혼합-재간접형](종류C-pe),신한자산운용,재간접,2017/10/11,판매,가능,"1,417","1,633",13.10,"1,309","1,423",3.35,3.83,,,,0.56,,,,보통위험,0,0,0,0,100,0,0,0
917,KB미국대표성장주증권자투자신탁(주식)(H)C-Pe,케이비자산운용,주식형,2020/05/28,판매,가능,"1,449","1,631",19.11,786,867,0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
918,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]S-P,삼성자산운용,재간접,2017/06/28,판매,가능,"1,142","1,631",8.60,"1,739","2,188",15.93,1.95,,,,0.55,,,,보통위험,0,0,0,0,100,0,0,0
919,미래에셋연금아시아퍼시픽소비성장증권자투자신탁 1(주식)종류C-P,미래에셋자산운용,재간접,2015/09/22,판매,가능,"1,619","1,630",4.60,"1,141","1,237",37.62,17.44,13.13,,,1.80,1.73,,,보통위험,0,0,0,0,100,0,0,0
920,타임폴리오위드타임증권자투자신탁(사모투자재간접형)종류S-P,타임폴리오자산운용,재간접,2019/10/14,판매,가능,"1,551","1,630",22.85,"1,127","1,368",25.02,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
921,피델리티연금미국증권전환형자투자신탁(주식-재간접형)종류S,피델리티자산운용,재간접,2014/05/12,판매,가능,776,"1,628",51.21,815,"1,447",14.25,11.71,11.92,,,0.50,0.46,,,보통위험,0,0,0,0,100,0,0,0
922,유리필라델피아반도체인덱스증권자투자신탁H[주식]ClassC-P2,유리자산운용,주식형,2020/03/17,판매,가능,"1,354","1,623",29.03,708,799,0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
923,한국밸류10년투자연금증권전환형투자신탁 1(주식)종류S-P,한국투자밸류자산운용,주식형,2014/04/22,판매,가능,"1,334","1,621",29.11,"1,382","1,522",22.88,-0.28,1.18,,,0.85,0.88,,,높은위험,0,0,0,0,100,0,0,0
924,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(S-P),한국투자신탁운용,채권형,2018/11/21,판매,가능,"1,552","1,616",2.90,997,"1,040",3.79,,,,,,,,,낮은위험,0,0,0,0,100,0,0,0
925,에셋플러스글로벌리치투게더증권자투자신탁 1(주식)종류C-P,에셋플러스자산운용,주식형,2018/07/10,판매,가능,"1,348","1,613",26.43,538,704,30.90,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
926,삼성당신을위한삼성그룹밸류인덱스증권자투자신탁 1[주식](C-Pe),삼성자산운용,주식형,2017/07/25,판매,가능,"1,321","1,603",22.81,"1,379","1,617",20.12,6.42,,,,0.99,,,,높은위험,0,0,0,0,100,0,0,0
927,KB스타단기국공채증권자투자신탁(채권)C-Pe클래스,케이비자산운용,채권형,2018/01/24,판매,가능,"1,581","1,600",0.50,"1,403","1,417",1.59,,,,,,,,,낮은위험,0,0,0,0,100,0,0,0
928,미래에셋전략배분TDF2050혼합자산자투자신탁종류C-P,미래에셋자산운용,재간접,2020/07/23,판매,가능,"1,319","1,599",40.07,270,298,11.37,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
929,IBK평생설계연금증권전환형자투자신탁[주식혼합]종류C,아이비케이자산운용,혼합주식형,2012/07/18,판매,가능,"1,179","1,599",26.62,"1,182","1,476",23.47,2.80,5.68,2.73,,1.39,1.38,1.35,,높은위험,0,0,0,0,100,0,0,0
930,하이글로벌다이나믹주식증권투자신탁(주식-재간접형)(H)(C-p),하이자산운용,재간접,2015/07/03,판매,가능,"1,281","1,598",32.26,756,981,14.56,5.23,6.22,,,1.21,1.16,,,보통위험,0,0,0,0,100,0,0,0
931,브이아이로이스미국스몰캡증권자투자신탁H[주식-재간접형]C-P2,브이아이자산운용,재간접,2018/08/14,판매,가능,"1,185","1,597",48.94,"1,562","1,623",11.26,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
932,미래에셋퇴직플랜글로벌헬스케어40증권자투자신탁 1(채권혼합)종류C-P2e,미래에셋자산운용,재간접,2018/06/18,판매,가능,"1,531","1,595",5.14,997,"1,120",16.58,7.79,,,,0.72,,,,보통위험,0,0,0,0,100,0,0,0
933,피델리티월드Big4증권자투자신탁(주식-재간접형)S-PRS,피델리티자산운용,재간접,2016/01/07,판매,가능,996,"1,592",34.16,976,"1,386",12.27,8.90,,,,0.39,,,,보통위험,0,0,0,0,100,0,0,0
934,미래에셋차이나H인덱스증권투자신탁 1(주식)종류C-Pe,미래에셋자산운용,재간접,2016/01/21,판매,가능,"1,357","1,590",18.76,620,868,-22.15,-5.01,12.20,,,1.31,1.28,,,보통위험,0,0,0,0,100,0,0,0
935,이스트스프링글로벌리더스증권자투자신탁[주식]클래스C-P2(연금저축)E,이스트스프링자산운용,주식형,2019/04/17,판매,가능,"1,286","1,588",18.22,"1,013","1,195",21.38,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
936,신영고배당30증권투자신탁(채권혼합)C-Pe,신영자산운용,혼합채권형,2017/08/08,판매,가능,"1,489","1,585",5.52,954,"1,048",10.90,3.01,,,,0.78,,,,보통위험,0,0,0,0,100,0,0,0
937,한국투자연금베트남그로스증권자투자신탁(주식)(S-P),한국투자신탁운용,주식형,2016/11/17,판매,가능,"1,174","1,577",35.03,"1,680","1,668",5.41,-3.96,,,,0.86,,,,높은위험,0,0,0,0,100,0,0,0
938,미래에셋단기채알파증권자투자신탁(채권혼합)종류C-P2e,미래에셋자산운용,재간접,2018/11/26,판매,가능,"1,517","1,575",3.50,"1,359","1,372",1.29,2.22,,,,0.23,,,,보통위험,0,0,0,0,100,0,0,0
939,신한해피라이프연금중국본토중소형주증권자투자신탁 1(H)[주식](종류C1),신한자산운용,주식형,2015/04/24,판매,가능,762,"1,568",16.00,"1,294","2,040",49.40,8.84,-0.44,,,1.72,1.62,,,높은위험,0,0,0,0,100,0,0,0
940,미래에셋연금차이나배당프리미엄증권자투자신탁 1(주식혼합)종류C-P,미래에셋자산운용,재간접,2015/02/26,판매,가능,"1,672","1,559",6.12,"2,011","1,918",5.29,0.17,2.01,,,1.41,1.38,,,보통위험,0,0,0,0,100,0,0,0
941,한국투자중국4차산업혁명증권투자신탁(주식)(C-Pe),한국투자신탁운용,주식형,2018/04/24,판매,가능,"1,295","1,557",10.77,"1,147","1,474",30.07,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
942,하나UBSPIMCO글로벌인컴혼합자산자투자신탁(H)[재간접형]ClassC-P2E,하나유비에스자산운용,혼합자산,2018/02/08,판매,가능,"1,531","1,557",5.94,"1,215","1,218",0.79,,,,,,,,,다소높은위험,0,0,0,0,100,0,0,0
943,신한베스트크레딧단기증권자투자신탁[채권](종류C-pe),신한자산운용,채권형,2020/03/13,판매,가능,"1,544","1,555",1.49,361,362,0.00,,,,,,,,,낮은위험,0,0,0,0,100,0,0,0
944,KB올에셋AI솔루션증권자투자신탁(혼합-재간접형)(UH)C-P,케이비자산운용,재간접,2020/06/09,판매,가능,"1,367","1,547",14.35,"1,221","1,242",0.00,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
945,에셋플러스코리아리치투게더증권자투자신탁 1(주식)종류C-Pe,에셋플러스자산운용,주식형,2018/08/10,판매,가능,"1,431","1,546",33.99,131,165,26.05,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
946,한국투자TDF알아서2050증권자투자신탁UH(주식혼합-재간접형)(C-Pe),한국투자신탁운용,재간접,2019/10/15,판매,가능,"1,505","1,546",20.21,57,58,7.36,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
947,슈로더다이나믹아시아연금증권자투자신탁(주식-재간접형)종류C,슈로더투자신탁운용,재간접,2015/03/16,판매,가능,840,"1,544",14.80,"1,237","1,983",32.66,10.00,11.36,,,1.89,1.77,,,보통위험,0,0,0,0,100,0,0,0
948,유리필라델피아반도체인덱스증권자투자신탁H[주식]ClassS-P,유리자산운용,주식형,2020/02/13,판매,가능,"1,274","1,535",26.17,621,705,0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
949,한국투자TDF알아서2020증권자투자신탁(채권혼합-재간접형)(C-Pe),한국투자신탁운용,재간접,2018/03/20,판매,가능,"1,453","1,533",10.41,499,563,9.11,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
950,미래에셋자산배분TDF2050증권자투자신탁(주식혼합-재간접형)종류C-P2,미래에셋자산운용,재간접,2020/07/23,판매,가능,"1,263","1,531",59.28,29,32,18.77,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
951,대신연금저축배당주증권전환형자투자신탁[주식],대신자산운용,주식형,2007/12/24,판매,가능,"1,288","1,530",29.69,"1,831","1,891",10.36,-4.75,-0.90,-1.52,-4.93,1.36,1.41,1.46,1.62,높은위험,0,0,0,0,100,0,0,0
952,미래에셋솔로몬장기국공채증권자투자신탁 1(채권)종류C-P2e,미래에셋자산운용,재간접,2018/11/09,판매,가능,"1,544","1,518",-4.43,"1,838","1,847",1.11,4.73,,,,0.20,,,,보통위험,0,0,0,0,100,0,0,0
953,DB차이나바이오헬스케어증권자투자신탁(UH)[주식]종류C-P,디비자산운용,주식형,2019/05/13,판매,가능,"1,364","1,512",-11.88,"1,354","1,609",48.24,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
954,미래에셋글로벌리츠부동산자투자신탁(재간접형)종류C-P2e,미래에셋자산운용,재간접,2020/04/17,판매,가능,"1,281","1,511",35.25,4,4,-0.36,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
955,KTB글로벌멀티에셋인컴EMP증권자투자신탁[혼합-재간접형](공)종류C-P,케이티비자산운용,재간접,2019/11/22,판매,가능,"1,399","1,508",12.21,937,984,9.25,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
956,피델리티연금유럽하이일드증권전환형자투자신탁(채권-재간접형)종류C-e,피델리티자산운용,재간접,2013/11/19,판매,가능,"1,384","1,503",9.59,"1,155","1,217",-11.60,-1.34,3.81,3.86,,0.49,0.49,0.48,,보통위험,0,0,0,0,100,0,0,0
957,메리츠코리아스몰캡증권투자신탁[주식]종류S-P,메리츠자산운용,주식형,2015/06/01,판매,가능,"1,086","1,500",36.73,972,"1,110",30.12,6.20,1.17,,,0.83,0.81,,,높은위험,0,0,0,0,100,0,0,0
958,한국투자연금저축롱텀밸류증권자투자신탁(주식)(C),한국투자신탁운용,주식형,2015/07/10,판매,가능,"1,392","1,495",24.54,"1,746","1,636",3.10,-5.64,-0.02,,,1.38,1.39,,,높은위험,0,0,0,0,100,0,0,0
959,한국투자골드플랜브릭스연금증권전환형자투자신탁 1(주식)(C),한국투자신탁운용,주식형,2008/05/27,판매,가능,"1,262","1,492",-4.15,"1,475","1,879",4.08,0.09,5.41,1.86,-2.68,1.87,1.73,1.69,1.81,높은위험,0,0,0,0,100,0,0,0
960,멀티에셋퇴직연금자산배분증권자투자신탁 1[채권혼합],멀티에셋자산운용,혼합채권형,2009/10/13,판매,가능,"1,230","1,492",14.26,"1,141","1,361",12.20,4.54,4.01,3.00,3.26,0.84,0.83,0.82,0.81,보통위험,0,0,0,0,100,0,0,0
961,하이미국달러하이일드증권투자신탁(채권-재간접형)(H)(C-p),하이자산운용,재간접,2013/12/09,판매,가능,"1,131","1,492",11.43,"1,499","1,803",2.35,3.05,5.35,2.79,,1.20,1.15,1.11,,보통위험,0,0,0,0,100,0,0,0
962,삼성미국인덱스증권자투자신탁H[주식]S-P,삼성자산운용,주식형,2017/08/23,판매,가능,"1,202","1,486",25.99,799,918,11.81,8.14,,,,0.60,,,,높은위험,0,0,0,0,100,0,0,0
963,미래에셋달러우량중장기채권증권자투자신탁(UH)(채권)종류C-Pe,미래에셋자산운용,재간접,2019/05/03,판매,가능,"1,394","1,480",-0.72,839,847,0.69,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
964,미래에셋QV솔루션70증권투자신탁 1(주식혼합-재간접형)종류C-Pe,미래에셋자산운용,재간접,2017/02/16,판매,가능,"1,085","1,478",20.31,"1,149","1,424",5.62,2.15,,,,0.92,,,,보통위험,0,0,0,0,100,0,0,0
965,키움글로벌구독경제증권자투자신탁(UH)[주식]ClassC-Pe,키움투자자산운용,주식형,2020/05/18,판매,가능,"1,374","1,460",27.42,298,330,0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
